"","redirect_url","salary_min","__CLASS__","salary_max","title","latitude","id","salary_is_predicted","longitude","description","created","adref","contract_type","contract_time","label","__CLASS__","tag","__CLASS__","display_name","display_name","area","__CLASS__"
"11","https://www.adzuna.co.uk/jobs/land/ad/1813884945?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=ED94BF2FAAC4237BA3E328B12FCC2B65FF95DC3A",40000,"Adzuna::API::Response::Job",60000,"Senior Java Developer (Remote)",52.513,"1813884945","0",-2.20384,"C4S Search are currently working with a leading Data Research company who are looking for a Java Developer to join their Development team to create and maintain their industry leading solutions. About the Role: This is a full-stack developer position where you will be developing and maintaining their core Content Delivery Platform and data pipelines. Skills <U+2022> Agile software development and working in SCRUM teams <U+2022> HTML, CSS, Bootstrap, etc. <U+2022> Good knowledge of JavaScript (React.js ideally) and ¡­","2020-11-10T14:23:51Z","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm9HOXRiODc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODEzODg0OTQ1In0.E2leTgaOUHhmfC-4ZfAnFcZXRnsdEUOy-HErEm3cb-g",NA,NA,"IT Jobs","Adzuna::API::Response::Category","it-jobs","Adzuna::API::Response::Company","C4S Search Ltd","Swindon, Dudley","c(""UK"", ""West Midlands"", ""Dudley"", ""Swindon"")","Adzuna::API::Response::Location"
"12","https://www.adzuna.co.uk/jobs/land/ad/1807859437?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=BFB48A8B5C89519B5BFCF0F2DC451E02A953D2CA",18297,"Adzuna::API::Response::Job",18297,"Care Assistant",54.195202,"1807859437","0",-3.09217,"Not just a job ¨C be the carer your community needs It takes a special person, with the right values and a passion for making a difference to become a carer in Ulverston. How we look after you ¡ê9.53, 25p mileage Flexible working hours Induction training & ongoing development We fund your qualifications Wellbeing support programmes and recognition incentive Dedicated support during probation from your candidate experience partner Refer a Friend scheme (paid on offer and after probation) How you l¡­","2020-11-07T05:58:22Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwNzg1OTQzNyIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.Q4JpsgY9OJ6uiPNva1jZyQv_hKtoIFMbE1X7DiQ7rwc",NA,NA,"Social work Jobs","Adzuna::API::Response::Category","social-work-jobs","Adzuna::API::Response::Company","The Human Support Group","Ulverston, Cumbria","c(""UK"", ""North West England"", ""Cumbria"", ""Ulverston"")","Adzuna::API::Response::Location"
"13","https://www.adzuna.co.uk/jobs/land/ad/1839885901?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=D43EAF5B8C8484F323F51ACE79CF8D7A20527FD6",36480,"Adzuna::API::Response::Job",40320,"Registered Nurse",51.435001,"1839885901","0",-0.508783,"REGISTERED NURSE ¨C RGN or RMN JOB OF THE WEEK  REGISTERED NURSE WANTED  NURSING and RESIDENTIAL CARE HOME in STAINES  DAYS or NIGHTS  FULL TIME or PART TIME PERMANETN POSITIONS  ¡ê19 to ¡ê21 p/h  good CQC  FANTASTIC TEAM and LOVELY RESIDENTS Starting Salary for Registered Nurse, negotiable and depend on experience, ¡ê19 p/h to ¡ê21 p/h  fantastic benefits package Superb, purpose build care home specialising in elderly care, with ¡°Good¡± CQC report is now looking for a Registered Nurse - RGN who is p¡­","2020-11-23T12:09:17Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgzOTg4NTkwMSIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.XfvsNPVjkru6uSecCrDIlcK7kD6HR8BMOEge6E6BrZc",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","Care First UK Recruitment Solutions","Staines, Surrey","c(""UK"", ""South East England"", ""Surrey"", ""Staines"")","Adzuna::API::Response::Location"
"14","https://www.adzuna.co.uk/jobs/land/ad/1816380914?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=DEB3E540BF5E5391F9DAA3A49F8FB9D9EEED813E",0,"Adzuna::API::Response::Job",40000,"Registered Children's Home Manager",50.721802,"1816380914","0",-3.53362,"Position - Childrens Registered Manager Location - Exeter area Salary - ¡ê40,000  5% performance related annual bonus Hours - 40 per week Why work here - They truly value every member of staff and place a lot of emphasis on training and career development. They also offer a competitive salary and an attractive benefits package. About the Service - This is a 3 bed, emergency and medium to long term home for children's aged between 7 and 18 with EBD. Type of person required - We need someone who c¡­","2020-11-11T20:09:23Z","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm9HOXRiODc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODE2MzgwOTE0In0.dKGWa2-7Iq7CLaLbuWZ0TobSXwiubmvU9I003zwDnBY",NA,NA,"Social work Jobs","Adzuna::API::Response::Category","social-work-jobs","Adzuna::API::Response::Company","Major Healthcare","Exeter, Devon","c(""UK"", ""South West England"", ""Devon"", ""Exeter"")","Adzuna::API::Response::Location"
"15","https://www.adzuna.co.uk/jobs/land/ad/1842191638?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=1A5FD5EB94C84BE9FE946142FFBFC8A7883A8927",0,"Adzuna::API::Response::Job",32160,"Staff Nurse",54.991191,"1842191638","0",-1.534204,"Staff Nurse RGN - RMN Wallsend ¡ê16.75 per hour  paid breaks Are you a staff nurse looking for your next challenge? This 40 bedded service take pride in their CQC of good in all areas. The home are looking for a well experienced, dedicated staff nurse to join their team and help deliver top class care. The staff nurse team take care when producing and delivering personal care plans that get revived monthly so suit each resident perfectly. The staff nurse package includes: - ¡ê16.75 per hour - Pai¡­","2020-11-24T18:08:09Z","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm9HOXRiODc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODQyMTkxNjM4In0.-7Tng8jtl-xDU3RVWT6nJImboR9Ufg2RfpuxDQAENj8",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","WR Health","Wallsend, Tyne & Wear","c(""UK"", ""North East England"", ""Tyne & Wear"", ""Wallsend"")","Adzuna::API::Response::Location"
"16","https://www.adzuna.co.uk/jobs/land/ad/1862106702?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=21A5E83B8C3B16C77A0C8E2EF89512F5AE9B6BC3",52791.46,"Adzuna::API::Response::Job",52791.46,"Senior Android Engineer",51.51985,"1862106702","1",-0.11126,"Senior Android Engineer EllisKnight are working a Global Digital Business based in the West End of London and have over 20yrs of experience in answering the challenges of the market-leading companies with tailored digital Solutions. Our client works with a wide range of industries in Partnership with Fortune 500 companies with their Digital transformation and are now looking for a Senior Android Engineer to join their growing team. Our client offers great work life balance with flexible hours a¡­","2020-12-04T18:19:39Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MjEwNjcwMiIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.HR8UAs5Ag9rT7W68NRXVOq67-YKSdw7s5yvieFP4Pd4",NA,NA,"IT Jobs","Adzuna::API::Response::Category","it-jobs","Adzuna::API::Response::Company","Ellis Knight Bespoke Recruitment","Central London, London","c(""UK"", ""London"", ""Central London"")","Adzuna::API::Response::Location"
"17","https://www.adzuna.co.uk/jobs/land/ad/1860314800?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=A82E322B64863AA9328329B6E7A66FBF5D911B58",21120,"Adzuna::API::Response::Job",38400,"Support Worker",50.926102,"1860314800","0",-2.30518,"WANT TO EARN ¡ê350 to ¡ê650 PER WEEK AS AN AGENCY CARER / CARE ASSISTANT / SUPPORT WORKER ?  LOTS OF WORK AVAILABLE TO CHOOSE FROM EVERY WEEK  HAMILTON CROSS Agency Carers / HCAs regularly earn in excess of ¡ê500 per week undertaking flexible shifts that suit them, with lots of work available. Agency Carer rates : ¡ê11.00 to ¡ê20.00 per hour (enhanced rates for weekends and bank holidays) ( paid weekly ). Flexible work for Carers / HCAs / Support Workers, full or part time roles, work when you want ¡­","2020-12-03T22:53:55Z","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm9HOXRiODc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODYwMzE0ODAwIn0.VWJsFdOkn4flSZcgDkfKHnJfiVEzBP2SQWXKp7cVjpg",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","Hamilton Cross","Sturminster Newton, Dorset","c(""UK"", ""South West England"", ""Dorset"", ""Sturminster Newton"")","Adzuna::API::Response::Location"
"18","https://www.adzuna.co.uk/jobs/land/ad/1868884381?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=07239F1703C761FAE5B74D3F2E92C98CFB5A5B7D",40000,"Adzuna::API::Response::Job",55000,"Software Engineer",NA,"1868884381","0",NA,"Software Engineer - ¡ê40,000 - ¡ê55,000 - Cardiff Do you want to work on a product what you can be proud to tell your friends about? Is so, then this could be the role for you My client is a market leading company who are actively on the lookout for an experienced .NET Developer to join the team and play an instrumental role in the design, development, integration and improvements of their data platform. The company has experienced huge growth since the beginning of the year, and have even more a¡­","2020-12-08T12:19:55Z","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm9HOXRiODc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODY4ODg0MzgxIn0.R1KMyKYUuCpY8HSbiH3dzntZALWPn3oOwKSp81U5LQY",NA,NA,"IT Jobs","Adzuna::API::Response::Category","it-jobs","Adzuna::API::Response::Company","Opus Recruitment Solutions Ltd","Cardiff County, Wales","c(""UK"", ""Wales"", ""Cardiff County"")","Adzuna::API::Response::Location"
"19","https://www.adzuna.co.uk/jobs/land/ad/1853339938?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=E9EDDDB018D1BD0F7E5A1BD4F2CFC3E6FE76452F",0,"Adzuna::API::Response::Job",34560,"Nurse",56.194901,"1853339938","0",-2.99427,"This is an exciting opportunity to join our growing Nursing team at Earlsferry House, which is under new ownership. A converted period Home in a beautiful setting next to the beach in the town of Elie, Fife. We offer exceptional levels of residential, nursing, dementia, and respite care, with a focus on creating a home-from-home for our residents. The son of one of our Residents recently provided us with the following review: ¡°The management and staff could not have been more helpful. We were d¡­","2020-12-01T00:21:50Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1MzMzOTkzOCIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.nARTdqvDMM_r8TZcqx0jFkfQXt1DcRR-wNtBFA7saXQ",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","Belsize Healthcare","Leven, Fife","c(""UK"", ""Scotland"", ""Fife"", ""Leven"")","Adzuna::API::Response::Location"
"20","https://www.adzuna.co.uk/jobs/land/ad/1860315006?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=6DEBAD6D72FEBB0E73C808926E6F63365A930DE6",28000,"Adzuna::API::Response::Job",32000,"Registered Nurse",52.570202,"1860315006","0",-0.243734,"Leaders In Care is recruiting an experienced or newly qualified Registered Nurse (RN) to join an award-winning care centre based in Peterborough. The successful applicant will earn a salary of up to ¡ê28,000 per annum - could that be you? Working for our client - a well-known nationwide charity - you will be joining a hospice that is a centre of excellence within palliative care. Rated 'outstanding' by the CQC, the hospice provides specialist care and support to service users, families and frien¡­","2020-12-03T22:54:05Z","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm9HOXRiODc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODYwMzE1MDA2In0.xQgfqx-WX2CnV9a5rNojb6mGqzHAxAVbdG-TWdgNybA",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","Leaders In Care Recruitment Ltd","Peterborough, Eastern England","c(""UK"", ""Eastern England"", ""Peterborough"")","Adzuna::API::Response::Location"
"21","https://www.adzuna.co.uk/jobs/land/ad/1862106785?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=F02181969241BED04D0D763A489B8EF98B2FE71A",0,"Adzuna::API::Response::Job",24960,"Care Assistant - Personal Home Carer",50.842602,"1862106785","0",-4.24483,"We're on the look-out for experienced Care Assistants to join our team in the Bradford area, delivering quality care in the home for people in need. You'll be passionate about supporting people to live a fulfilling, independent life as much as possible. This role involves 2:1 care, working days and nights, and calls for experience in airways, medication and neurological disorders. You'll be assisting with personal care tasks, meal preparation, posture care, clinical needs, feeding and PEG care,¡­","2020-12-04T18:19:43Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MjEwNjc4NSIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.b5ORYPJdcTY8J8h9_A2mhjrD7zTct7iZ8atE0mRvNcM",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","Newcross Healthcare Solutions","Bradford, Holsworthy","c(""UK"", ""South West England"", ""Devon"", ""Holsworthy"", ""Bradford"")","Adzuna::API::Response::Location"
"22","https://www.adzuna.co.uk/jobs/land/ad/1844750116?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=935E0CEB376161D99354DEBE170CD9AA74A7191D",33156.02,"Adzuna::API::Response::Job",33156.02,"RF PCB Layout Engineer",51.899799,"1844750116","1",-0.202583,"The Opportunity The PCB Layout team create bespoke PCB layouts, and Circuit Card Assembly¡¯s (CCA¡¯s), for a range of MBDA products. This design role will be based in the Datalink Centre of Excellence focusing on RF layouts. The role will span all types of layout from simple boards to complex multilayer boards as well as component placement and drawing creation. This is a unique and exciting opportunity to develop technical skills across a broad range of products. What are we are looking for? Hig¡­","2020-11-26T00:17:45Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NDc1MDExNiIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.tpkybYb0ct7c3g9yNC9ArN3-_3ebT5QzHiBVmwrxJtI",NA,NA,"Engineering Jobs","Adzuna::API::Response::Category","engineering-jobs","Adzuna::API::Response::Company","MBDA UK Limited","Stevenage, Hertfordshire","c(""UK"", ""Eastern England"", ""Hertfordshire"", ""Stevenage"")","Adzuna::API::Response::Location"
"23","https://www.adzuna.co.uk/jobs/land/ad/1857407983?se=boG9tb876xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=BBB20350349B7532F835C74E094BD5CD8430B048",28000,"Adzuna::API::Response::Job",29000,"Childrens Home Deputy Manager - Gloucester",51.866699,"1857407983","0",-2.24867,"Role: Childrens Home Deputy Manager Location: Gloucester Salary: Up to ¡ê29,000 Are you looking to join a locally established childcare and young adults care provider? I am currently searching for a Childrens Home Deputy Manager for 2 childrens homes located on the outskirts of Gloucester. You would be working for an organisation with 6 homes and 2 schools located in the region. The home that you will be working in will care for up to 4 children and is actually registered with CQC. The children ¡­","2020-12-02T16:18:16Z","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1NzQwNzk4MyIsInMiOiJib0c5dGI4NzZ4R1BCOXBlVVFwQk93In0.R5TcAfcHS1cYgq4wJaUiFBssxAxLwGiLXC-6zodIoeM",NA,NA,"Healthcare & Nursing Jobs","Adzuna::API::Response::Category","healthcare-nursing-jobs","Adzuna::API::Response::Company","Purosearch","Gloucester, Gloucestershire","c(""UK"", ""South West England"", ""Gloucestershire"", ""Gloucester"")","Adzuna::API::Response::Location"
