"","id","salary_is_predicted","adref","contract_type","created","__CLASS__","salary_min","longitude","salary_max","redirect_url","title","description","latitude","contract_time","tag","label","__CLASS__","display_name","__CLASS__","area","display_name","__CLASS__"
"11","1833907839","0","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODMzOTA3ODM5In0.6XTSu7xUJHz8GCmIsefoScTzS5Qtgne_fsOEFmx_aIg","contract","2020-11-19T21:32:48Z","Adzuna::API::Response::Job",18758,-0.605907,28800,"https://www.adzuna.co.uk/jobs/details/1833907839?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=749487E655E1D9C37E2A2BE5F59582E07638F216","Healthcare assistant","Do you have experience as a Healthcare Assistant enjoy working with elders? Are you available for immediate start? We are looking to reward healthcare professionals like you; dedicated, hardworking, reliable, flexible and passionate about Care. reach24 (www.reach24.co.uk) is the revolutionary Digital Nursing Agency supplying permanent and temporary Care Assistant¡¯s, Senior Care Assistants and RGN¡¯s. If you are available and interested in working with reach24 as a Care Assistant / Support Worker¡­",51.320086,"part_time","healthcare-nursing-jobs","Healthcare & Nursing Jobs","Adzuna::API::Response::Category","Reach24","Adzuna::API::Response::Company","c(""UK"", ""South East England"")","South East England, UK","Adzuna::API::Response::Location"
"12","1847557126","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NzU1NzEyNiIsInMiOiJrRWlUSjd3NzZ4R2Y1dFV0ZXhyNmFRIn0.IfSUd0Tq9eF7cY5jwJlXcZBKaD2cGRxNyzaHtl1tJ2w","permanent","2020-11-27T13:26:18Z","Adzuna::API::Response::Job",15716.45,-1.40323,15716.45,"https://www.adzuna.co.uk/jobs/details/1847557126?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=4003CB47BF560AA5F03614490F013699A9BFD7A7","Support Worker","Support Worker Days & Night ""Come and join our Team at Assure Health Care Group"" We are looking for candidates to start as a Support Worker to join our friendly team working in our Support Living Homes in Southampton. The Role: You will be supporting people with learning disabilities, mental health, complex needs/or challenging behaviour, autism to live their lives in the best way possible. Offering support to vulnerable adults with their everyday living and promote their independence, to give ¡­",50.904999,"full_time","social-work-jobs","Social work Jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","c(""UK"", ""South East England"", ""Hampshire"", ""Southampton"")","Southampton, Hampshire","Adzuna::API::Response::Location"
"13","1198605976","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxMTk4NjA1OTc2In0.w1zAKnbcaF9jQAr_ogHuHjJyRotzurTp_uE7feyzKFs","contract","2019-07-03T23:37:36Z","Adzuna::API::Response::Job",18809.97,-3.00733,18809.97,"https://www.adzuna.co.uk/jobs/land/ad/1198605976?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=67BB58B7092ED17B41A9BC32557795A36763F424","Delivery Driver"," Delivery Driver / Food Courier Get a taste of freedom on the road with the UK's largest food delivery network. Become a self-employed Delivery Driver and discover a feast of flexible opportunities at Just Eat. Whether you're looking to make some extra cash, or have a car or scooter and are looking to get on the road, this is a great opportunity for you to boost your income. You can work weekdays or weekends, daytime or evenings, a full schedule or bits here and there - this role is flexible an¡­",53.647301,"part_time","other-general-jobs","Other/General Jobs","Adzuna::API::Response::Category","Just Eat","Adzuna::API::Response::Company","c(""UK"", ""North West England"", ""Merseyside"", ""Southport"")","Southport, Merseyside","Adzuna::API::Response::Location"
"14","1857347413","0","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODU3MzQ3NDEzIn0.QXkZOyRZ_tmvJLHmIBtl4pDwsrXgg6LXTZKp19YzX_k","permanent","2020-12-02T14:37:22Z","Adzuna::API::Response::Job",9,-1.146651,9,"https://www.adzuna.co.uk/jobs/details/1857347413?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=424972C43DC5B924AF062992B06B3250DA0BC57A","Cleaner","Cleaner Atlas FM is looking to recruit a cleaning operative. Location: Nottingham, NG1 7EL Salary: ¡ê9.25 Shift Pattern: Mon ¨C Fri (8:00am-17:00pm) Bank holiday might be required to work Role Summary To carry out and assist with a variety of cleaning activities. Core Duties/Responsibilities The successful candidate will be responsible for the following: ¡¤ Ensure cleaning is complete to the highest standards at all times ¡¤ Maintain Health and Safety standards at all times ¡¤ Ensure equipment is cl¡­",52.948542,"full_time","domestic-help-cleaning-jobs","Domestic help & Cleaning Jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","c(""UK"", ""East Midlands"", ""Nottinghamshire"", ""Nottingham"", ""The Park"")","The Park, Nottingham","Adzuna::API::Response::Location"
"15","1822696767","0","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODIyNjk2NzY3In0.RuGa1Ge8TXIriB1Dv6tnXjds98aJIzgzVKXH8dJxMw0","permanent","2020-11-14T12:36:29Z","Adzuna::API::Response::Job",28800,-0.139134,28800,"https://www.adzuna.co.uk/jobs/details/1822696767?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=DEE4DCB3C1EC24440F7F25802D4856E975640AB2","English as a Second Language Teacher","School: Cambridge Online Academy Location: Online Contract Term: Permanent (self-employed basis) Starting salary: ¡ê15 an hour Hours: Part-Time Technology and space requirements: PC/laptop with a camera, good broadband speed, and a quiet space to teach. Closing Date: 15th of January 2021 Interview Date: Week commencing Monday 1st of February 2021 Starting Date: 22nd of February 2021 We are looking for dynamic and fully qualified teachers who are the top achievers in their respective fields, grou¡­",51.503378,"part_time","teaching-jobs","Teaching Jobs","Adzuna::API::Response::Category","Cambridge Online Academy","Adzuna::API::Response::Company","c(""UK"", ""London"")","London, UK","Adzuna::API::Response::Location"
"16","1871040869","0","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MTA0MDg2OSIsInMiOiJrRWlUSjd3NzZ4R2Y1dFV0ZXhyNmFRIn0.z7FkNuPtxO9P7_qE_-evMPU61fAK--ecUHeTR4MpifA","contract","2020-12-09T11:04:14Z","Adzuna::API::Response::Job",144000,-1.25588,168000,"https://www.adzuna.co.uk/jobs/details/1871040869?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=FE1AC3343E4A7124EBEBD71AC5A1BC7C07286F74","General Practitioner","We are urgently seeking a Locum GP to cover between 3 - 5 days per week in a well-established surgery based in Oxford area . The practice has a real sense of community as they actively support and develop their staff to ensure their patients receive the best quality care. You would be working alongside a team of GP partners and support staff who help with admin and urgent queries. The practice is willing to be as flexible as possible regarding day/hours of the week About the role: ¡ê600-¡ê700 per¡­",51.7523,"part_time","healthcare-nursing-jobs","Healthcare & Nursing Jobs","Adzuna::API::Response::Category","Locum Meds","Adzuna::API::Response::Company","c(""UK"", ""South East England"", ""Oxfordshire"", ""Oxford"")","Oxford, Oxfordshire","Adzuna::API::Response::Location"
"17","1822910177","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgyMjkxMDE3NyIsInMiOiJrRWlUSjd3NzZ4R2Y1dFV0ZXhyNmFRIn0.Rdwi7TLqbrIkaC0kYP9HZ-1BY_A1Kyi-xk5C3Z6jOmM","permanent","2020-11-14T15:08:57Z","Adzuna::API::Response::Job",33734.41,-2.11766,33734.41,"https://www.adzuna.co.uk/jobs/details/1822910177?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=A272BAC32531C8973743D05A7080E9E2DC768C0F","IT Manager - Manufacturing Oldham","IT Manager interviews next week Are you an IT Manager looking for a role in Oldham? My client, an international manufacturing business, are looking for an IT Manager. As the IT Manager, you'll be responsible for the day to day management of a small team within a 120 user manufacturing business based in Oldham. The role will be a good mix of management and hands-on technical delivering IT projects. You'll be collaborating with Operations and supporting the internal customers. Your experience wil¡­",53.541302,"full_time","it-jobs","IT Jobs","Adzuna::API::Response::Category","MBCS","Adzuna::API::Response::Company","c(""UK"", ""North West England"", ""Greater Manchester"", ""Oldham"")","Oldham, Greater Manchester","Adzuna::API::Response::Location"
"18","1867716944","0","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NzcxNjk0NCIsInMiOiJrRWlUSjd3NzZ4R2Y1dFV0ZXhyNmFRIn0.81vnLzjvMl4efODdSk3vCwoiM2QlJNpciStzxp-4pqI","permanent","2020-12-07T22:53:25Z","Adzuna::API::Response::Job",21000,-0.13642,26000,"https://www.adzuna.co.uk/jobs/details/1867716944?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=7F14DDAB15EAE48EC51E1B6D694D79855588D5E7","TELEPHONE CUSTOMER SERVICE REPRESENTATIVES ¨CBrighton & Hove","TELEPHONE CUSTOMER SERVICE REPRESENTATIVES ¨C Brighton & Hove Agency: WORKING RECRUITMENT LTD Working Title: TELEPHONE CUSTOMER SERVICE REPRESENTATIVE Location: Brighton & Hove Sussex Salary: ¡ê21,000.00 / ¡ê26,000.00 PA  Bonuses Hours of Work: Monday to Friday 9AM ¨C 5PM Telephone Customer Services Representatives - Inbound Contact Centre Calling all Telephone Customer Service Executives WORKING RECRUITMENT LTD Need YOU Working Recruitment LTD oversees the recruitment of customer services executiv¡­",50.8195,"full_time","customer-services-jobs","Customer Services Jobs","Adzuna::API::Response::Category","Working Recruitment LTD","Adzuna::API::Response::Company","c(""UK"", ""South East England"", ""East Sussex"", ""Brighton"")","Brighton, East Sussex","Adzuna::API::Response::Location"
"19","1867960963","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY3OTYwOTYzIn0.Gi0HUx4AjUArbcn6qzj3G_AWsDyZyUWnAuKUzJ_mbU8",NA,"2020-12-08T01:29:26Z","Adzuna::API::Response::Job",21513.82,-6.21676,21513.82,"https://www.adzuna.co.uk/jobs/land/ad/1867960963?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=EECD38D684BCC987213980A2264642C9AB3CB308","Area Relief Court Security","JOB INTRODUCTION We now have an exciting opportunity for a Area Relief Court Security Officer to join the G4S Facilities Management (UK) team on the Ministry of Justice contract at Royal Courts of Justice. ROLE RESPONSIBILITY Travelling to courts within the areas of Newry and Banbridge Presenting at all times, a smart, alert, visible and commanding security presence at the premises of our clients Conducting shift handover procedures at the start and end of each shift to ensure all matters of co¡­",54.713402,NA,"customer-services-jobs","Customer Services Jobs","Adzuna::API::Response::Category","Places of People","Adzuna::API::Response::Company","c(""UK"", ""Northern Ireland"", ""County Antrim"", ""Antrim"")","Antrim, County Antrim","Adzuna::API::Response::Location"
"20","1870933207","0","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODcwOTMzMjA3In0.aDBgNQeD9Hvzg-52Ng2SVQF13Me2Pd2ET25FaR2vMR8","contract","2020-12-09T10:20:18Z","Adzuna::API::Response::Job",63360,NA,63360,"https://www.adzuna.co.uk/jobs/details/1870933207?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=F3700106E13EF9650784A865B6332CE96DD33220","Business Teacher","PURPOSE OF ROLE: To join our teaching staff as the business teacher for the NCUK International Foundation Year programme. DUTIES & RESPONSIBILITIES: ¡¤ Teaching the NCUK International Foundation Year Business Module ¡¤ Designing course materials and formative assessment materials ¡¤ Setting and marking formative assessments on NCUK online system ¡¤ Marking summative coursework and giving timely feedback on drafts and final submissions ¡¤ Marking formative and summative exams on NCUK online system ¡¤ ¡­",NA,"part_time","teaching-jobs","Teaching Jobs","Adzuna::API::Response::Category","BSC Education","Adzuna::API::Response::Company","c(""UK"", ""London"", ""South East London"")","South East London, London","Adzuna::API::Response::Location"
"21","1862183187","0","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MjE4MzE4NyIsInMiOiJrRWlUSjd3NzZ4R2Y1dFV0ZXhyNmFRIn0.vbweWpaTKD38qawqPZWE_YL62nN-I57ecflq5NarEKs","permanent","2020-12-04T20:00:07Z","Adzuna::API::Response::Job",45000,-2.2469,45000,"https://www.adzuna.co.uk/jobs/details/1862183187?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=9C4975F45ACABB4BBE1E955898757D1550449E40","Veterinary surgeon","We are recruiting for a Veterinary Surgeon on behalf of a fantastic client in Worcestershire, Kidderminster. The Practice is known for their compassion and dedication, they provide a caring veterinary service ¨C as well as working to advise and support their pet owners in becoming more confident in looking after their much-loved animals. The Role This role will involve working 40 hours a week over 4 days with no OOH, providing a great work-life balance. The shift pattern also includes 1:3 Saturd¡­",52.386101,"full_time","healthcare-nursing-jobs","Healthcare & Nursing Jobs","Adzuna::API::Response::Category","Zaman recruitment","Adzuna::API::Response::Company","c(""UK"", ""West Midlands"", ""Worcestershire"", ""Kidderminster"")","Kidderminster, Worcestershire","Adzuna::API::Response::Location"
"22","1864250802","0","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY0MjUwODAyIn0.EZibdr3y12rdcwWPb_Lx44ZuM9qQqbwGziMs4cszxpw","contract","2020-12-05T22:00:37Z","Adzuna::API::Response::Job",26880,0.601489,30720,"https://www.adzuna.co.uk/jobs/details/1864250802?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=98C1CCF5EC7B6787DC4EFA4511239716CE2D3B2A","HGV Class 2 Drivers","D&I Recruitment are currently looking for HGV Class 2 Drivers to join a busy global logistics company based in Rainham, Essex, RM13. IMMEDIATE START Days - 0500, 0600, 0700 and 0800. Nights - 1800, 1900 and 2000. Average shifts are 10-13 hours. Duties: 3/5 drops curtain sided, forklift off Trunking work Depot to depot Full time on-going work, long term work, temporary work or shift work. Pay: ¡ê14.00 per hour flat rate (Monday to Friday) ¡ê15.00 per hour flat rate (Saturday) ¡ê16.00 per hour flat ¡­",51.364284,"full_time","logistics-warehouse-jobs","Logistics & Warehouse Jobs","Adzuna::API::Response::Category","D&I Recruitment Limited","Adzuna::API::Response::Company","c(""UK"", ""South East England"", ""Kent"", ""Rainham"")","Rainham, Kent","Adzuna::API::Response::Location"
"23","1854514904","0","eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VpVEo3dzc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODU0NTE0OTA0In0.SYDrDS7Eb_vuolGkcMxjuno-1BafKZe8ACCOxlDsrHQ","permanent","2020-12-01T10:55:43Z","Adzuna::API::Response::Job",32640,-1.98229,32640,"https://www.adzuna.co.uk/jobs/details/1854514904?se=kEiTJ7w76xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E9F4AC6D5986101D1C73C73522CA184B39AA8EA1","RGN RMN","Day/Night RGN RMN ¡ê17.00PH Walsall Day or Nights available 33 hour contract My client is an exclusive nursing home in the Walsall area who are currently recruiting a Staff Nurse - RGN/RMN/RNLD to join their team. This small home specialises in providing the best standards of care for the elderly some of whom are living with dementia. Staff Nurse Duties: <U+2022> Assess patient¡¯s health and wellbeing across a complex and changing caseload <U+2022> Assist in the delivery of care to meet individual¡¯s health and¡­",52.585899,"full_time","healthcare-nursing-jobs","Healthcare & Nursing Jobs","Adzuna::API::Response::Category","Amber Mace","Adzuna::API::Response::Company","c(""UK"", ""West Midlands"", ""Walsall"")","Walsall, West Midlands","Adzuna::API::Response::Location"
